5e0a6436ee91fb4cb48a1a63564e019be02b3e22	31a4061552eaa3456faef12b290ed1e10e722804,5cef6fe4e14c2847b816009f5838e8e41c9dea94	84dbf94cd9bbd4ce1d6f3e1839f743e851c94309	fix(metric-engine): handle Utf8View tag/label columns without panicking (#8772)
c9c7f0958a45fd1189072947e0df4d1d6de6be5b	6690189d6a07d0bdc03566fed5f2a06306df5cff	19dab136059de7ccbedb0cef9a7276f3be5ca6eb	fix(query): adapt MergeScan JSON extension helpers
3dc37d9f9e955bc98ad7ef86b25ad19553a34136		0026a694c58707c5931cee1509dc3ce2fbac497b	test(query): cover legacy JSON2 remote schema identity
1dd27e9162ef5438e9f44b5a48a040f5c399227a	1aadfa565c32332146e9628dd82455f0f59ce3da	6f5f3b0b5c3bf7fb132292b33f87636fae9cc5a1	fix: cache physical table metadata lookups (#8777)
2927fa339ec677fb632a8940bcd0d43eea78881a	154f90b3652bf9b1b3e7eccc5f277f856a2f3079	a601ac6b71445fad61adf6d00b278b4bc684c692	fix: harden permission checks and process visibility (#8852)
009f78781b5c52f191d26afea9f30584745b4e19	6249623cfb181b0222dfc03224945c625f326f1a	e4e1e70caa4dc324248db150cb131f23069e7b9c	chore: remove iceberg read (#8858)
e9ad585975022b206275afb2735ac480869bcd33	1f1c9270a806658d2c3d9700c8cd1445d687f89f	2b5b810e3e4abe600108650ecf64eaeb354821fa	feat(event): add event context to procedure events (#8734)
0b499475dedfa462e9f951e0bb7b516011a195a0	32e215cad0aa0803991d751bc7b4f44ac1865e62	74696cfc3b3f7ba99d7e7904501283ad0239fa69	fix(event): preserve procedure lifecycle locators (#8787)
e80f539077616507b04df68a85a67f5da1c8f93e	00e45c860222195367943942b8ec21fef46b7cf5	2b95d20e2596a6686b6dacb19b296e08a3c93039	test: fix unknown channel event context expectation (#8832)
5d059c84bd2f7ecb724d5a84501196d57f27481a	72f6cf09bf7f7d78c84514163554ad2a29fc7f05	1cec580ca6b358337c38bf28623c5221ce997c0a	refactor(procedure): centralize event context handling (#8834)
22174d32dadf9ea58073b15c72828db9927969c6	943eee852f292bfffd7240867dc27248216c353f	ce3dd9e39f131562ceb2a013789385a8a9303cba	feat(event): record admin function executions (#8835)
cf6c0033593bd2c6cc617718ff5d0a19a7d9dd1c	1af4c335242e7e5e06ee91bc428a71bb631d0798,1b6ee164f2b4a32afeb7c36fd926bcc651046294	e4a17f7de5d6907d1326a03349a6ed6510e83fce	refactor(event): separate procedure submission context (#8856)
ab808586525877230b9774f2ce29aca590152642	ed4271af403e6fa8898287ddd735c1c984644af7,23e65b404943d53905a2fbe992fcf462acc54556	762375b45e155754798776a1ac0fb37431012d12	feat(procedure): record event actor (#8849)
46edabe916a10c2cafe816b8fe01f0d5da8fffc8		efd3fde1c31691e12c2a8c5f19191b9a59cae473	fix(event): preserve legacy DDL event context compatibility
e61a6df6b2b110badd5755f68010b6439d69ac84		3351de9102b6418207e49c090054b71cc632054d	fix(event): convert legacy submission context once
7b74b73dee01391f30b120537a31ba7b6f5a7076		abaac4c2bb47a8409cea5eb49a26ac3dcff3abc7	style: format beta2 aggregate backports
3e8992f344dedb07b4213fc88912daee0a9fcfb8		3d6f2c76ef3f928a57b9505cb175e334685e33f0	fix: align aggregate lock with proto 335
9bf878f562518d30a412138ad4244d7d8e7867e6		668df91d76785b93a00f279916d2584646a56080	fix: adapt event context tests to release channel API
6595b5d7bf1f59587bf89676d420db7371cdc459		922a4f6141ea7ed051b9c891cb05bbcee0b51e69	fix: adapt frontend event context tests
d18430b874f9c8054747dbf688585cd7d2988e3e	60c7bbcaf30a0e65ad7fa2b2b8ad0c1199a662b1	unavailable	refactor: share query channel definition
fed5c80d7e94bd2c8ab1f7ddac8ab205d993156d	d7f1233f775d54380318d6ad9ff62504a7cbcff1	ba5de162f5dd269aa0081d8d97492c578fc37d05	feat: add JSON2 storage layout settings
5a642091cd2b6185fbe6a08d6f76d8295955152f	b96ea86a621e7283e77e4e37dd4e3ec8dfc44f73	a1011136c44b4f6f2520683739fbd845257c0a0e	feat: add JSON2 physical layout primitives
40e02ff6b62ad3445f7035e437bd9e322c8af31b	d99b0df374eec0329ac3f430e40b80a1e6c6963c; 1a91c76c615afec71239b84af7787a0505bef914 (absorbed)	8c3fca20ce058fd569d436c38bc96e41fc1adbca	fix(query): restore columnar group-by for dictionary-encoded tags
81fd630955f16b9c45811539aa8434b47d5a875b		9469fd7d7cb138515cd72d18861dd00b9dc2b74b	chore: bump version to 1.2.0-beta.2
6f150e01cd4221d4c62c5f7082f6d318b3110e00	b70daafc77c87806afd00521c368545a60e5f574	1ef6788196f8233a3d2ab7183216271210049f9a	fix(meta): release region guards after drop rollback (#8751)
